brightness,contrast,blur,orb_features,edge_density,class_8_percent,class_27_percent,class_28_percent,class_59_percent,class_64_percent,class_70_percent,class_74_percent,class_87_percent,class_115_percent,class_119_percent,class_123_percent,class_125_percent,class_132_percent,class_143_percent,class_146_percent,class_157_percent,class_175_percent,class_180_percent,class_199_percent,class_205_percent,class_208_percent,class_214_percent,class_229_percent,class_239_percent,mean_depth,std_depth,min_depth,max_depth,depth_range,depth_entropy,valid_depth_ratio,frame,class_69_percent,class_160_percent,class_109_percent,class_49_percent,class_1_percent,class_161_percent,class_191_percent,class_195_percent,class_7_percent,class_244_percent
154.78223388671876,73.03053304693267,1316.2794891695914,4979,0.07848388671875,3.8349609375000004,2.357177734375,2.62890625,0.009521484375,0.09814453124999999,1.097412109375,1.07958984375,0.360107421875,42.422607421875,0.35595703125,0.8383789062500001,5.4365234375,1.84130859375,0.39794921875,0.169677734375,0.451171875,0.02197265625,11.133544921875,1.898193359375,4.539794921875,0.599365234375,4.142822265625,4.63623046875,9.648681640625,102.0934829711914,48.426109313964844,0.0,208.0,208.0,7.482609748840332,0.998447265625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156.10968505859375,68.31874930636229,1206.2154440543113,4952,0.0729345703125,2.4521484375,1.5556640625,3.357666015625,0.00830078125,0.086181640625,0.86328125,0.762939453125,0.674072265625,34.748291015625,0.25146484375,0.5966796875,4.760498046875,1.221435546875,0.333740234375,0.49267578125,0.34375,0.02294921875,19.909912109375,1.26953125,5.950927734375,0.427978515625,3.238037109375,2.9169921875,12.755126953125002,103.15219116210938,46.987674713134766,0.0,208.0,208.0,7.501641273498535,0.99882568359375,1,0.8488769531250001,0.15087890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155.45177734375,66.7992077353288,1176.6851771358904,4966,0.07337890625,1.42431640625,1.1865234375,3.55322265625,0.0078125,0.274658203125,0.723388671875,0.6123046875,0.7973632812499999,31.13330078125,0.200927734375,0.498779296875,4.4033203125,0.604736328125,1.6557617187499998,0.546142578125,0.29052734375,0.021728515625,24.146240234375,0.97314453125,5.847412109375,0.357177734375,2.790771484375,1.97607421875,14.374999999999998,104.88862609863281,47.28243637084961,0.0,208.0,208.0,7.515071868896484,0.99910400390625,2,0.845703125,0.6044921875,0.149169921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156.69214111328125,64.45369886680592,1077.7455910510957,4917,0.06830078125,0.880615234375,0.9055175781250001,3.794189453125,0.0078125,0.2109375,0.628662109375,0.49291992187500006,0.85986328125,29.903076171875,0.162841796875,0.40698242187500006,3.821533203125,0.34814453125,0.8574218749999999,0.39404296875,0.239990234375,0.02001953125,28.04150390625,0.735107421875,6.33251953125,0.29833984375,2.340576171875,1.464599609375,15.391113281249998,105.10665893554688,47.80547332763672,0.0,208.0,208.0,7.523324966430664,0.9983837890625,3,0.85791015625,0.41650390624999994,0.10229492187500001,0.0849609375,0.0,0.0,0.0,0.0,0.0,0.0
159.42211669921875,61.73910758887876,979.080430788845,4955,0.061279296875,0.675537109375,0.756591796875,4.036376953125,0.006835937500000001,0.179443359375,0.585205078125,0.433349609375,0.9526367187500001,32.190673828125,0.1376953125,0.358642578125,3.7114257812500004,0.166748046875,0.629638671875,0.51025390625,0.211181640625,0.02001953125,28.853759765624996,0.6142578125,4.199951171875,0.263916015625,2.0400390625,1.463134765625,14.7177734375,103.90879821777344,48.09751892089844,0.0,208.0,208.0,7.52444314956665,0.998583984375,4,0.775146484375,0.34375,0.08642578125,0.071044921875,1.008544921875,0.0,0.0,0.0,0.0,0.0
158.1457763671875,62.81711720617653,1111.9754690565526,4942,0.06470947265625,0.60595703125,0.68603515625,4.041015625,0.006835937500000001,0.17041015625,0.693603515625,0.408203125,2.158935546875,29.692138671875,0.1259765625,0.3271484375,6.029052734375,0.064697265625,0.55517578125,0.50390625,0.193115234375,0.019287109375,28.4970703125,0.545166015625,3.3862304687499996,0.24560546875,1.8876953124999998,2.151123046875,14.557861328125,103.0973892211914,48.321205139160156,0.0,208.0,208.0,7.539542198181152,0.99850341796875,5,0.7509765625,0.32763671875,0.083251953125,0.06787109375,1.218017578125,0.0,0.0,0.0,0.0,0.0
154.72147705078126,63.62236177353479,1235.0174560523033,4901,0.0728564453125,0.519287109375,0.609130859375,3.8623046874999996,0.00634765625,0.161865234375,1.68798828125,0.378173828125,3.3574218750000004,25.988037109375,0.111083984375,0.29296875,8.75,0.001220703125,0.47216796875,0.48974609374999994,0.176025390625,0.01708984375,29.08935546875,0.497314453125,2.5625,0.22265624999999997,1.70751953125,2.26123046875,14.296875,102.16548919677734,48.57737350463867,0.0,208.0,208.0,7.545722007751465,0.99843994140625,6,0.68798828125,0.301025390625,0.078857421875,0.06298828125,1.350830078125,0.0,0.0,0.0,0.0,0.0
152.9480810546875,63.655219138447265,1336.760033046627,4879,0.07710205078125,0.456787109375,0.55859375,3.487548828125,0.005615234375,0.145751953125,2.693603515625,0.358642578125,3.403564453125,23.1943359375,0.1025390625,0.267578125,10.6103515625,0.0,0.39086914062500006,0.429931640625,0.1611328125,0.016845703125,30.935302734374996,0.42919921874999994,2.019287109375,0.207275390625,1.6054687500000002,2.367431640625,13.92724609375,101.01011657714844,48.64218521118164,0.0,208.0,208.0,7.541385650634766,0.9983935546875,7,0.63134765625,0.280517578125,0.072509765625,0.05712890625,1.18359375,0.0,0.0,0.0,0.0,0.0
150.7084716796875,63.3131048797933,1385.7694345329705,4871,0.08313720703125,0.384033203125,0.50244140625,3.2207031249999996,0.006591796875,0.1298828125,3.6442871093750004,0.32470703125,3.3427734374999996,20.398193359375,0.09228515625,0.24902343749999997,12.274658203125,0.0,1.372314453125,0.46191406250000006,0.146728515625,0.043701171875,32.30224609375,0.384765625,1.542724609375,0.18505859375,1.47802734375,2.1103515625,13.178466796875,99.03019714355469,48.60183334350586,0.0,208.0,208.0,7.537458896636963,0.9975634765625,8,0.542724609375,0.24316406250000003,0.0634765625,0.04956054687499999,1.3251953125,0.0,0.0,0.0,0.0,0.0
150.88417236328124,62.62633754086847,1419.0309053174915,4875,0.0847802734375,0.329345703125,0.45556640625,3.501220703125,0.006591796875,0.115234375,4.22265625,0.29931640625,3.4365234375,22.3388671875,0.084716796875,0.23071289062499997,12.906494140625,0.0,1.369140625,0.45947265625,0.137939453125,0.05908203125,30.424560546875,0.34130859375,1.26513671875,0.164306640625,1.37353515625,1.740966796875,12.289794921875,98.15499877929688,48.46428298950195,0.0,208.0,208.0,7.536290645599365,0.998798828125,9,0.470458984375,0.21044921874999997,0.054931640625,0.04248046875,1.669189453125,0.0,0.0,0.0,0.0,0.0
