brightness,contrast,blur,orb_features,edge_density,class_8_percent,class_27_percent,class_28_percent,class_59_percent,class_64_percent,class_70_percent,class_74_percent,class_87_percent,class_115_percent,class_119_percent,class_123_percent,class_125_percent,class_132_percent,class_143_percent,class_146_percent,class_157_percent,class_175_percent,class_180_percent,class_199_percent,class_205_percent,class_208_percent,class_214_percent,class_229_percent,class_239_percent,mean_depth,std_depth,min_depth,max_depth,depth_range,depth_entropy,valid_depth_ratio,dx,dy,dz,translation_distance,frame,sequence,class_69_percent,class_160_percent,class_109_percent,class_49_percent,class_1_percent,class_161_percent,class_191_percent,class_195_percent,class_7_percent,class_244_percent,class_9_percent,class_60_percent,class_171_percent,class_200_percent,class_31_percent,class_6_percent,class_129_percent,class_36_percent,class_23_percent,class_116_percent,class_106_percent,class_48_percent,class_65_percent,class_90_percent,class_72_percent,class_242_percent,matches,ground_truth_distance,estimated_distance,localization_error,predicted_error,absolute_error
141.4809326171875,59.399144208683474,1031.6036900408208,4391,0.0700732421875,0.0,0.0,0.599365234375,0.0,0.0,7.970703125,0.0,0.018310546875,45.90380859375,0.0,0.037109375,5.17041015625,0.432861328125,0.017822265625,0.0,0.1005859375,0.148681640625,28.43017578125,0.0,0.44287109375,0.0,0.0,0.015625,0.0,103.21710968017578,49.85021209716797,0.0,208.0,208.0,7.550477981567383,0.99832275390625,0.0833284854888916,0.002403974533081,-0.0932540893554687,0.1250829355625533,62,P005,0.0,0.0,0.0,0.01806640625,0.0,0.38037109375,0.724609375,0.0,0.0,0.0,0.0,0.0,0.01611328125,2.11767578125,0.0,0.164794921875,7.2734375,0.0,0.0,0.0,0.0,0.0166015625,0.0,0.0,0.0,0.0,1537,0.1250829355625533,0.7685,0.6434170644374466,0.8027053396137472,0.15928827517630062
170.89379638671875,65.77490184326955,810.2622799470661,4130,0.056904296875,4.82763671875,0.95947265625,1.036865234375,0.02734375,0.55712890625,0.578125,1.6064453125,3.24462890625,44.182861328125,0.0,0.293212890625,2.64697265625,1.29248046875,0.18017578125,1.164794921875,0.0,0.0185546875,5.08447265625,1.2197265625,0.0,1.002197265625,2.37939453125,3.7841796875,20.869873046875,99.5519790649414,47.47845077514648,0.0,208.0,208.0,7.521156787872314,0.99875732421875,0.2006536796689033,0.1091361213475465,0.0175275802612304,0.2290847184280766,87,P004,1.96728515625,0.735595703125,0.20556640625,0.135009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1755,0.2290847184280766,0.8775,0.6484152815719233,0.6073477766446188,0.04106750492730449
152.794306640625,77.25645591328257,423.7266088840902,2034,0.0311376953125,0.0,0.0,0.2021484374999999,0.0,0.0,0.0,0.0,0.0,61.10791015625,0.0,0.0,0.0,0.0,0.8950195312499999,0.0,0.0,0.0,4.82568359375,0.0,0.0,0.0,0.0,0.0,0.0,109.90789031982422,44.46310424804688,9.0,199.0,190.0,7.313543796539307,1.0,-0.0041546821594238,0.017182501964271,-0.0179558396339416,0.025197458890885,5,P001,0.0,0.0,0.0,0.080322265625,0.558837890625,0.0,0.0,0.0,0.0,0.374267578125,12.07763671875,5.60693359375,0.091552734375,14.179687499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787,0.025197458890885,0.3935,0.3683025411091149,0.3352891737087847,0.03301336740033023
142.67154541015626,78.86273237419444,1270.2809837041796,4580,0.07873046875,0.0,0.0,0.0,0.0,0.14599609375,0.938720703125,0.0,0.392822265625,22.091796875,0.0,0.0,14.362792968749998,8.1484375,0.166015625,0.0,2.30322265625,0.0,27.477294921875,0.0,0.0,0.0,0.0,0.008544921875,0.0,104.5644302368164,48.18313980102539,0.0,208.0,208.0,7.534580230712891,0.9982177734375,-0.1575732231140136,0.0795826613903045,0.0621049404144287,0.1871356306542993,93,P001,0.0,0.0,0.0,0.0341796875,0.0,0.0,21.5009765625,0.0,0.0,0.0,0.0,0.0,0.031494140625,0.0,0.0,2.397705078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1781,0.1871356306542993,0.8905,0.7033643693457006,0.7062878499862227,0.002923480640522169
189.9587646484375,58.29931601561007,615.7380075546265,3803,0.0419970703125,0.0,1.685302734375,14.704345703125,0.0,0.0,0.0,0.0,2.29052734375,63.405517578125,0.08349609375,0.180419921875,1.70947265625,0.719970703125,0.199951171875,0.0,0.006591796875,0.0,6.560302734374999,0.2568359375,0.63916015625,0.087890625,0.974609375,2.642578125,2.504638671875,103.36569213867188,48.703224182128906,0.0,208.0,208.0,7.556992530822754,0.9987451171875,-0.2369883060455322,-0.0356268584728241,0.0730568692088127,0.2505394906707664,13,P003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618408203125,0.0,0.72705078125,0.0,0.0,1509,0.2505394906707664,0.7545,0.5039605093292335,0.4277442471454608,0.07621626218377275
173.07577392578125,50.32108887298598,977.9978030230938,4832,0.06744873046875,0.0,5.71484375,19.667724609375,0.0,0.09716796875,0.0,2.725341796875,0.903076171875,33.283935546875,0.0,0.172119140625,1.378173828125,0.0,0.22802734375,0.0500488281249999,0.0,0.0,0.04443359375,3.939453125,0.0,1.019287109375,0.188232421875,2.69384765625,27.55322265625,95.0256576538086,50.16085815429688,0.0,208.0,208.0,7.528657913208008,0.9969384765625,0.0479892492294311,0.0034665465354919,-0.0383523553609848,0.0615295713313724,45,P006,0.341064453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988,0.0615295713313724,0.994,0.9324704286686276,0.8843213145806218,0.04814911408800582
143.76305908203125,62.81034215134767,1988.2649378722904,4621,0.10449462890625,0.3271484375,10.682861328125,9.722900390625,0.009765625,0.12646484375,0.330078125,0.265380859375,1.92578125,25.348876953125,0.226318359375,0.4047851562499999,8.39599609375,0.32958984375,0.284423828125,0.325927734375,0.295654296875,0.036865234375,10.739990234375,0.75439453125,0.0,0.19287109375,2.52734375,2.337158203125,20.34619140625,106.9660186767578,49.13072204589844,0.0,208.0,208.0,7.556545734405518,0.998349609375,-0.1007009744644165,-0.0271938443183898,0.0004574656486511,0.1043091592417252,57,P004,0.3986816406249999,0.14892578125,0.046875,0.0283203124999999,3.2080078125,0.0,0.0,0.0,0.0,0.0888671875,0.0,0.0,0.1435546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2122,0.1043091592417252,1.0,0.8956908407582748,0.8696818970455924,0.026008943712682364
157.9388232421875,55.339351291369645,921.748212109542,4619,0.06153564453125,0.925537109375,1.27978515625,5.799560546875,0.0,0.0,1.045654296875,0.0,1.7160644531250002,43.97412109375,0.0,0.01220703125,2.08935546875,0.0,0.349853515625,0.0,0.009765625,0.0966796875,17.402587890625,0.0,9.411865234375,0.0,0.0,0.00146484375,6.444580078125001,98.851806640625,47.12373352050781,0.0,208.0,208.0,7.517828941345215,0.9990869140625,-0.2208075523376464,-0.0263326168060302,-0.0379102230072021,0.22558051087284,32,P002,0.38623046875,0.0,0.0,0.03857421875,2.360107421875,0.09716796875,0.1142578125,0.0,0.0,0.0,0.0,0.0,0.0166015625,0.0,0.0,0.0107421875,1.041259765625,0.0,0.0,0.0,0.0,0.001220703125,5.277587890625,0.09716796875,0.0,0.0,2027,0.22558051087284,1.0,0.77441948912716,0.7195092227374371,0.05491026638972285
185.64419921875,60.8003438642183,384.8129074227752,1425,0.03107666015625,0.07763671875,1.578125,4.54248046875,0.00927734375,0.085205078125,0.089599609375,0.020263671875,0.05859375,82.315185546875,0.0,0.035888671875,0.767578125,0.0,0.0,0.0,0.0,0.02001953125,0.0478515625,0.0,0.0,0.15771484375,0.26318359375,0.092041015625,2.3662109375,102.55661010742188,49.44609832763672,0.0,208.0,208.0,7.570640563964844,0.9978369140625,-0.0826160907745361,-0.0005440711975097,0.0169464945793151,0.0843379994241096,39,P004,0.0,0.0,0.0,0.0,0.0,7.3359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13720703125,0.0,0.0,0.0,0.0,607,0.0843379994241096,0.3035,0.2191620005758904,0.13194438181867882,0.08721761875721157
169.926298828125,49.48008252984933,621.4746699191988,3543,0.05311767578125,0.9970703125,2.227783203125,4.64990234375,0.0,0.111083984375,0.0,0.753662109375,2.17138671875,32.668212890625,0.0,0.095458984375,3.93359375,0.0,0.175048828125,0.56884765625,0.0,0.0,5.264404296875,0.7265625,0.0,0.182861328125,0.0,4.901611328125,36.85302734375,97.18238067626952,48.61456298828125,0.0,208.0,208.0,7.538793087005615,0.99874755859375,0.2309388676658272,-0.0203953385353088,-0.1083840131759643,0.2559215206755226,54,P006,0.7685546875,0.378173828125,0.0927734375,0.06396484375,2.264404296875,0.0,0.0,0.0,0.0,0.151611328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075,0.2559215206755226,0.5375,0.2815784793244774,0.5417070937142293,0.26012861438975193
145.09354736328126,65.76492323636784,1466.6893375045713,4553,0.086376953125,0.502197265625,5.910888671875,7.04345703125,0.01123046875,0.153564453125,0.30859375,0.342529296875,1.050048828125,26.220947265625,0.015625,0.12548828125,8.78173828125,0.295166015625,0.327392578125,0.376953125,0.359619140625,0.047607421875,13.13134765625,0.603515625,0.0,0.231201171875,3.05859375,2.434326171875,22.971435546875,107.82998657226562,48.62055587768555,0.0,208.0,208.0,7.528468132019043,0.9981689453125,-0.0813283920288086,-0.0243858397006988,-0.0013864040374755,0.0849170103339424,62,P004,0.45263671875,0.179931640625,0.052734375,0.03369140625,4.693359375,0.0,0.0,0.0,0.0,0.10791015625,0.0,0.0,0.17626953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2332,0.0849170103339424,1.0,0.9150829896660576,0.9023211798907511,0.012761809775306499
116.9981884765625,60.38311136667227,523.3594244467675,3140,0.0321435546875,0.0,0.0,7.391357421875,0.0,0.0,1.491943359375,0.0,0.05419921875,36.60498046875,0.0,0.05419921875,0.757080078125,0.4897460937499999,0.031494140625,0.0,0.113525390625,0.08837890625,46.321044921875,0.0,0.73486328125,0.0,0.0,0.010498046875,0.0,103.75174713134766,48.54920196533203,0.0,208.0,208.0,7.545292854309082,0.99814697265625,0.1416511535644531,-0.0801348239183425,-0.0527276992797851,0.1710755668758794,93,P002,0.0,0.0,0.0,0.018310546875,0.0,0.32421875,1.137939453125,0.0,0.0,0.0,0.0,0.0,0.018310546875,0.0,0.0,0.0991210937499999,4.2587890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212,0.1710755668758794,0.606,0.4349244331241205,0.38288767088477405,0.052036762239346446
195.13850830078124,64.08695640282787,84.95964044436816,489,0.01121337890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.8818359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024169921875,0.0,0.0,0.0,0.0,0.0,0.0,100.21704864501952,51.211307525634766,0.0,208.0,208.0,7.559209823608398,0.99740234375,0.1902089118957519,0.0012514591217041,-0.0477451086044311,0.196113721371423,105,P004,0.0,0.0,0.0,0.0,0.0,9.647705078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4462890625,0.0,0.0,0.0,0.0,188,0.196113721371423,0.094,0.102113721371423,0.0629552247491524,0.0391584966222706
178.65738525390626,52.00876428920097,522.3697354613246,2977,0.0395361328125,0.0,0.0,0.444580078125,0.0,0.0,0.0,0.0,0.0830078125,65.64697265625,0.0,0.052734375,0.11767578125,1.61669921875,0.1960449218749999,0.0,0.0,0.0,4.6923828125,0.0,3.367919921875,0.0,0.0,0.925048828125,0.0,101.1212921142578,48.1185302734375,0.0,208.0,208.0,7.538924217224121,0.99848388671875,-0.039468765258789,0.0203272700309753,0.3416070342063904,0.3444798211176549,131,P002,0.0,0.0,0.0,0.072509765625,0.0,1.5878906250000002,1.486083984375,0.0,0.0,0.0,0.0,0.0,0.0622558593749999,0.0,0.0,0.3173828125,19.330810546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894,0.3444798211176549,0.447,0.102520178882345,0.26901471175331265,0.16649453287096766
160.05000732421874,64.93794003813511,365.959031724906,1008,0.01449951171875,0.0,0.0,10.566162109375,0.0,0.742919921875,0.4758300781249999,0.0,0.0126953125,13.011474609375002,0.0,0.008056640625,0.56494140625,0.0,0.0,0.0,0.0,0.021728515625,72.032470703125,0.0,0.0,0.0,0.0,0.0,0.0,103.47628784179688,48.34649658203125,0.0,208.0,208.0,7.543363094329834,0.99855224609375,0.11768639087677,0.0535935461521148,0.0013239383697509,0.1293217212983405,93,P005,0.0,0.0,0.0,0.0,0.0,0.45654296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.107177734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416,0.1293217212983405,0.208,0.0786782787016594,0.12846610851629128,0.04978782981463188
127.1273681640625,77.53676161893004,1771.668442219966,4744,0.1021875,0.0,0.0,0.0,0.0,0.4609375,1.7126464843750002,0.0,1.4697265625,23.4873046875,0.0,0.0,17.414306640625,7.6953125,0.33837890625,0.0,3.57568359375,0.0,31.96630859375,0.0,0.0,0.0,0.0,0.005126953125,0.0,105.04606628417967,47.92092514038086,0.0,208.0,208.0,7.544976711273193,0.9987841796875,-0.1442704200744629,0.0721038412302732,0.021928071975708,0.162769033815386,83,P001,0.0,0.0,0.0,0.064208984375,0.0,0.0,7.04638671875,0.0,0.721923828125,0.0,0.0,0.0,0.058349609375,0.0,0.0,3.9833984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1853,0.162769033815386,0.9265,0.763730966184614,0.7204659559662874,0.04326501021832663
158.44769775390623,45.50684431719506,114.0457786934316,340,0.01757568359375,0.0,0.0,0.04833984375,0.0,0.0,0.0,0.0,0.0,79.312255859375,0.0,0.0,0.0,2.764892578125,0.0,0.0,0.035888671875,0.0,13.560058593749998,0.0,4.026123046875,0.0,0.0,0.0107421875,0.0,101.70015716552734,47.011207580566406,0.0,208.0,208.0,7.515016555786133,0.9990673828125,0.0621509552001953,-0.0316150486469268,-0.0348060131072998,0.0779340174870368,89,P003,0.0,0.0,0.0,0.043701171875,0.0,0.0,0.14208984375,0.055908203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0779340174870368,0.05,0.0279340174870368,0.03584587976020417,0.00791186227316737
173.589873046875,32.91309778558163,279.36201718043685,2087,0.03653076171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.66015625000001,0.0,0.0,0.3916015625,0.07666015625,0.82666015625,0.0,0.0,0.0,25.680419921875,0.0,0.0,0.0,0.0,0.00341796875,0.0,104.4013671875,47.06743240356445,0.0,208.0,208.0,7.521089553833008,0.99923095703125,0.1145062446594238,-0.1130418740212917,-0.0531980991363525,0.1694703015279391,98,P003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172119140625,16.18896484375,0.0,0.0,0.0,0.0,0.0,0.0,798,0.1694703015279391,0.399,0.2295296984720608,0.3058029678756792,0.07627326940361837
